s1,s2,subtask_a,subtask_b,subtask_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,美味又减脂的减肥餐送给小伙伴们，助力大家减肥#张文宏预测新冠病毒最终发展# ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,无论如何我都不希望大棒挥起落在无辜的宠物身上，保证自己的人身安全，自己的宠物才会安全，主人的一切决定了狗狗的一生走向。#张文宏预测新冠病毒最终发展#,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,去公安厅偷公安厅，人才#全球抗疫第一线##张文宏预测新冠病毒最终发展# L普外科曾医生的微博视频 ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,【#张文宏预测新冠病毒最终发展#：你相信好了 我的预测一定是对的】疫情，依旧是当前最大的主题。国内新增病例持续走低意味着什么？境外传播加剧该如何应对？复工和防疫要怎么权衡？层出不穷的试用药究竟如何？我们离正常的生活还有多远……@许研敏 在上海对话张文宏医生，来听听他怎么说。#出圈专访张文宏# #聚焦新冠肺炎疫情#  @新京报我们视频 @微博节目 L出圈的酷燃视频,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,【#张文宏谈国外旅客入境风险#：按规矩隔离就行】近日全球疫情加剧，不少网友担忧国外旅客入境会产生影响。张文宏医生接受@许研敏 采访时说，按规矩隔离14天的话，问题应该不大。#出圈专访张文宏# #聚焦新冠肺炎疫情# @新京报我们视频 @微博节目  L出圈的酷燃视频 ?,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,【一起战斗华山医院张文宏：#返工者隔离14天是对医生最大的帮助#】2月6日，上海华山医院感染科主任张文宏表示，节后复工或增加病毒交叉感染的风险，他希望返沪务工人员主动做到隔离14天。他表示：“不需要捐多少个口罩、多少个防护服，现在最需要的是，每个人都动起来跟医生一起战斗。”  ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,【华山医院张文宏谈治疗新冠肺炎：#最有效的药物是人的免疫力#】2月6日，上海华山医院感染科主任张文宏在被问到治疗新冠肺炎最有效的药物是什么的时候，回应称：“最有效的药物是人的免疫力”。他表示，医护人员除了用药物治疗病毒外，做的最多的就是陪着他们一起熬，熬到身体免疫力恢复，熬到体内抗体 ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展# 新冠病毒究竟是会像非典一样销声匿迹，还是像流感一样长期存在，目前是没法预料的，但种种特征标明，它长期与人类缠斗的可能性很高。虽然在中国，新增病例持续下跌，迟早会跌入个位数区间，确实有较大几率重获抗击非典的胜利。然而，病毒是否消失要看全世界，不只是中 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展#     张文宏医生说得很好也很务实，目前没有特效药出来，需要全国一盘棋共同努力。不能有了疫情才想起防控，疫情防控是个长期性的工程，国家其实可以组一到两个团队专门研究冠状病毒。     从目前的情况看疫情发展已进入新阶段，境外确诊病例的爆发速度相当快，韩国突破 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展#目前疫情在国家采取了一系列行之有效的措施后，疫情形势得到大幅改善，应该说是到了疫情末期，但武汉仍然形势不明朗，全国一盘棋，只有武汉抗疫工作取得全面胜利，才能轻松下来。口罩做为病毒的一道最强防线，不能轻易去掉，一定要等到等新增为零28天后才行去掉口罩，目前 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,每次采访张文宏老师的视频只要刷到我都会看完，确实他的回答很舒适！敢说敢当，不做作，不扭捏，不奉承，不随波逐流！有自己的想法！底气来源于自己的水平！所以对于我们来说，好好修炼自己的内功，守好自己的初心是当前主要的事情！社会不会埋没真正有才干的人！#张文宏预测新冠病毒最终发展# ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,一切都是缘啊！医者仁心，一代代传承下去！中华文明五千年，中医一代代延续至今，博大精深！加油武汉，加油中国????这个教授的行动已经给这学生上了一课，给援鄂的教授医护人员点赞！#湖北武警回应护士向国家要男朋友##张文宏预测新冠病毒最终发展##O网页链接# L东禾-艾灸的微博视频 ?,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,【#张文宏预测新冠病毒最终发展#：你相信好了 我的预测一定是对的】要点：大多数地方复工没什么问题。至于大家都拿掉口罩，全国大多数省份没有新增一个月后。好吧，看图2。全国大多数省份没有新增（每天只有2-3个省市零星新增）其实是2月19日开始的，2月29日更进入了全国湖北以外只有1-2个省市新增的 ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展#1.全国一盘棋，湖北稳定了，国家才松 2.什么时候摘口罩，等新增为零28天 3.国内向好与国外爆发共存 4.中国也有病例，不能说外国输入。以后入境隔离14天基本没问题 5.没有特效药，在结果出来之前媒体不要宣传 6.病死率高的病毒不易共存，但可能与人类相适应。 7.长效。防疫 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展# 个人感觉我们会和新冠长期共存，寄希望于疫苗这次新冠病毒有个好处，让全国甚至全世界人们知道了什么是核酸，什么是病毒？说句很悲观的话，人类到现在也不知道病毒如何起源，哪些病毒或许在来祸害人类的路上。近来媒体上有关病毒的各种术语太多，很多人估计看的云里雾 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,//@游识猷:现在看趋势，已然是全球大流行。像当年SARS一样完全消失的可能性越来越小，新病毒和人类长期共存的可能性越来越大。几年后，如果有足够强力的疫苗覆盖足够人群，我们就不必再害怕这个病毒了。目前还是要靠做好卫生，做好防护。继续苟住，我们能赢！,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展#，成功，胶着，或失败。但人类从来没有在任何一种病毒和细菌前面失败过，我们最终是能够胜利的。。张文宏是位实事求是的好医生，再听听他的这个讲座，流感病毒不再肆虐，你必须知道的真相，流感肺炎的死亡率是9%，SARS只有10%，但人们对流感并不怕，因为对sars一无所知 ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展# 虽然现在国外的疫情也起来了，虽然中国还有两万多的存量病例，但是相信我，疫情到5月份会不战而退，这就是呼吸道传染病的特点，天气一热，自然会褪去 2上海·南码头 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,张文宏：某些媒体把一些不靠谱的治疗方案片面的传播，哪怕一些靠谱的治疗方案在你们的传播下而变得错误。#张文宏预测新冠病毒最终发展# ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
张文宏预测新冠病毒最终发展,#张文宏预测新冠病毒最终发展#怎么每天都能看到张文宏主任面对媒体啊，张主任面对媒体谈笑风生的本事真应该向所有医务人员教学一下。 ?,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,我也被圈粉了，不过希望大家理性，慎防捧杀,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,网友爆料：湖北随州，自家菜园摘菜就是不让，让打电话配送。。。#张文宏预测新冠病毒最终发展##应注意粪尿造成气溶胶或接触传播##抗击新型肺炎第一线##金轮新闻资讯# L金轮新闻资讯的微博视频 ?,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,3月2日下午，立白集团发挥企业大爱精神，向我县疫情防控定点医院捐赠物资，助力疫情防控。#应注意粪尿造成气溶胶或接触传播# L南靖之窗的微博视频 ?,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【第七版诊疗方案官方解读来了！】注意这些变化：①传播途径上#应注意粪尿造成气溶胶或接触传播#；②患者以肺脏和免疫系统受损为主；③#确诊病例标准增加血清学检测#作为依据；④按照成人和儿童分别增加重型、危重型临床预警指标；⑤增加疑似病例排除标准...详戳↓ ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【第七版新冠肺炎诊疗方案发布】3日，第七版新冠肺炎诊疗方案指出：①在粪便及尿中可分离到新冠病毒，#应注意粪尿造成气溶胶或接触传播#；②尸检及病理观察显示：#新冠肺炎患者内脏多器官出现病变#；③确诊病例标准新增血清新冠病毒特异性IgM抗体和IgG抗体检测；④部分儿童病例仅表现为精神弱、呼吸急 ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#第七版新冠肺炎诊疗方案#公布】3月3日，国家卫健委、国家中医药管理局发布通知，印发《新型冠状病毒肺炎诊疗方案（试行第七版）》。通知要求，有关医疗机构要在医疗救治工作中积极发挥中医药作用，加强中西医结合，完善中西医联合会诊制度，促进医疗救治取得良好效果。详戳→O网页链接 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#28省区市新增病例为0#】3日0-24时，天津、河北、山西、辽宁、吉林、黑龙江、上海、江苏、浙江、安徽、福建、江西、山东、河南、湖南、广东、广西、海南、重庆、四川、贵州、云南、西藏、青海、新疆（含兵团）新增确诊病例为0。3日8时-4日8时，陕西新增确诊病例为0；2日20时-3日20时，甘肃新增确诊病 ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#31省区市连续21天治愈出院超千人#】据国家卫健委通报，3月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团新增治愈出院病例2652例。截至3月3日24时，31省区市和新疆生产建设兵团#累计治愈出院病例49856例#。 ?,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#新冠肺炎诊疗方案第七版# 发布】第七版新冠肺炎诊疗方案指出：①在粪便及尿中可分离到新冠病毒，#应注意粪尿造成气溶胶或接触传播#；②尸检及病理观察显示：新冠肺炎患者内脏多器官出现病变；③确诊病例标准新增血清新冠病毒特异性IgM抗体和IgG抗体检测；④部分儿童病例仅表现为精神弱、呼吸急促。 ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#新冠肺炎诊疗方案第七版# 发布 官方解读来了】新版诊疗方案主要调整了以下内容：①#防疫形势提示警惕境外输入病例#；②传播途径 #应注意粪尿造成气溶胶或接触传播#；③增加对孕产妇和儿童的临床表现描述；④增加疑似病例排除标准…China's National Health Commission released the 7th edition of  ?  展开全文c,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#应注意粪尿造成气溶胶或接触传播#】什么是气溶胶传播？如何预防？关于气溶胶的疑问，可以看看这个视频。 来源：L普外科曾医生的微博视频 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,#应注意粪尿造成气溶胶或接触传播#这个帖子说的有点马虎，平常大众家里根本就不会出现粪尿造成的气凝胶，只有在相对封闭的环境中长时间暴露于高浓度病毒环境中才有可能形成气凝胶，针对第一线的医务人员才有可能出现气凝胶传染，所以大家不要盲目的害怕，病毒主要通过飞沫传播和接触传播的疾病，在某些 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,#应注意粪尿造成气溶胶或接触传播# 什么是气溶胶传播？简单来说：气溶胶的本质是能够悬浮在空中的微粒。相较于一般的空气传播来说，气溶胶能悬浮得更久、飘得更远。就好比走在路上闻到烟味，但身边明明没有人，这就是烟草燃烧后形成的几百纳米左右的颗粒的气溶胶。广义的气溶胶指悬浮在气体 ?  展开全文c,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#新冠肺炎诊疗方案第七版#官方解读来了！】注意这些变化：①传播途径上#应注意粪尿造成气溶胶或接触传播#；②患者以肺脏和免疫系统受损为主；③#确诊病例标准增加血清学检测#作为依据；④按照成人和儿童分别增加重型、危重型临床预警指标；⑤增加疑似病例排除标准……详戳↓ ????@检察日报 ?,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,【#应注意粪尿造成气溶胶或接触传播#】什么是气溶胶传播？如何预防？关于气溶胶的疑问，可以看看这个视频。 来源：L普外科曾医生的微博视频 ? ???,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应注意粪尿造成气溶胶或接触传播,#韩国研究团队发现新冠病毒抗体#  为什么康复的患者体内会有抗体？病毒是怎么感染我们的？下面的科普片告诉你。 建议先马后看～ #应注意粪尿造成气溶胶或接触传播#  L耿向顺的微博视频 ??? ????L耿向顺的微博视频 ?,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
